1.9478409447581564E-13 2.297707053294966E-16 
3.7305850945323145E-14 2.3833293075674674E-13 
3.7305850945323145E-14 2.3833293075674674E-13 
1.9478409447581564E-13 2.297707053294966E-16 
5.729961834685344E-14 2.926288940889947E-14 
5.729961834685344E-14 2.926288940889947E-14 
3.7305850945323145E-14 2.3833293075674674E-13 
1.9478409447581564E-13 2.297707053294966E-16 
5.729961834685344E-14 2.926288940889947E-14 
3.7305850945323145E-14 2.3833293075674674E-13 
1.9478409447581564E-13 2.297707053294966E-16 
5.729961834685344E-14 2.926288940889947E-14 
1.9478409447581564E-13 2.297707053294966E-16 
3.7305850945323145E-14 2.3833293075674674E-13 
5.729961834685344E-14 2.926288940889947E-14 
1.9478409447581564E-13 2.297707053294966E-16 
3.7305850945323145E-14 2.3833293075674674E-13 
5.729961834685344E-14 2.926288940889947E-14 
1.9478409447581564E-13 2.297707053294966E-16 
3.7305850945323145E-14 2.3833293075674674E-13 
5.729961834685344E-14 2.926288940889947E-14 
3.7305850945323145E-14 2.3833293075674674E-13 
1.9478409447581564E-13 2.297707053294966E-16 
5.729961834685344E-14 2.926288940889947E-14 
1.9478409447581564E-13 2.297707053294966E-16 
3.7305850945323145E-14 2.3833293075674674E-13 
5.729961834685344E-14 2.926288940889947E-14 
3.7305850945323145E-14 2.3833293075674674E-13 
1.9478409447581564E-13 2.297707053294966E-16 
5.729961834685344E-14 2.926288940889947E-14 
3.7305850945323145E-14 2.3833293075674674E-13 
1.9478409447581564E-13 2.297707053294966E-16 
5.729961834685344E-14 2.926288940889947E-14 
3.7305850945323145E-14 2.3833293075674674E-13 
1.9478409447581564E-13 2.297707053294966E-16 
5.729961834685344E-14 2.926288940889947E-14 
3.7305850945323145E-14 2.3833293075674674E-13 
1.9478409447581564E-13 2.297707053294966E-16 
5.729961834685344E-14 2.926288940889947E-14 
3.7305850945323145E-14 2.3833293075674674E-13 
1.9478409447581564E-13 2.297707053294966E-16 
5.729961834685344E-14 2.926288940889947E-14 
3.7305850945323145E-14 2.3833293075674674E-13 
1.9478409447581564E-13 2.297707053294966E-16 
5.729961834685344E-14 2.926288940889947E-14 
1.9478409447581564E-13 2.297707053294966E-16 
3.7305850945323145E-14 2.3833293075674674E-13 
5.729961834685344E-14 2.926288940889947E-14 
1.9478409447581564E-13 2.297707053294966E-16 
3.7305850945323145E-14 2.3833293075674674E-13 
5.729961834685344E-14 2.926288940889947E-14 
3.7305850945323145E-14 2.3833293075674674E-13 
1.9478409447581564E-13 2.297707053294966E-16 
5.729961834685344E-14 2.926288940889947E-14 
1.9478409447581564E-13 2.297707053294966E-16 
3.7305850945323145E-14 2.3833293075674674E-13 
5.729961834685344E-14 2.926288940889947E-14 
3.7305850945323145E-14 2.3833293075674674E-13 
1.9478409447581564E-13 2.297707053294966E-16 
5.729961834685344E-14 2.926288940889947E-14 
1.9478409447581564E-13 2.297707053294966E-16 
3.7305850945323145E-14 2.3833293075674674E-13 
5.729961834685344E-14 2.926288940889947E-14 
3.7305850945323145E-14 2.3833293075674674E-13 
1.9478409447581564E-13 2.297707053294966E-16 
5.729961834685344E-14 2.926288940889947E-14 
1.9478409447581564E-13 2.297707053294966E-16 
3.7305850945323145E-14 2.3833293075674674E-13 
5.729961834685344E-14 2.926288940889947E-14 
1.9478409447581564E-13 2.297707053294966E-16 
3.7305850945323145E-14 2.3833293075674674E-13 
5.729961834685344E-14 2.926288940889947E-14 
1.9478409447581564E-13 2.297707053294966E-16 
3.7305850945323145E-14 2.3833293075674674E-13 
5.729961834685344E-14 2.926288940889947E-14 
1.9478409447581564E-13 2.297707053294966E-16 
3.7305850945323145E-14 2.3833293075674674E-13 
5.729961834685344E-14 2.926288940889947E-14 
1.9478409447581564E-13 2.297707053294966E-16 
3.7305850945323145E-14 2.3833293075674674E-13 
5.729961834685344E-14 2.926288940889947E-14 
1.9478409447581564E-13 2.297707053294966E-16 
3.7305850945323145E-14 2.3833293075674674E-13 
5.729961834685344E-14 2.926288940889947E-14 
3.7305850945323145E-14 2.3833293075674674E-13 
1.9478409447581564E-13 2.297707053294966E-16 
5.729961834685344E-14 2.926288940889947E-14 
3.7305850945323145E-14 2.3833293075674674E-13 
1.9478409447581564E-13 2.297707053294966E-16 
5.729961834685344E-14 2.926288940889947E-14 
1.9478409447581564E-13 2.297707053294966E-16 
3.7305850945323145E-14 2.3833293075674674E-13 
5.729961834685344E-14 2.926288940889947E-14 
3.7305850945323145E-14 2.3833293075674674E-13 
1.9478409447581564E-13 2.297707053294966E-16 
5.729961834685344E-14 2.926288940889947E-14 
1.9478409447581564E-13 2.297707053294966E-16 
3.7305850945323145E-14 2.3833293075674674E-13 
5.729961834685344E-14 2.926288940889947E-14 
3.7305850945323145E-14 2.3833293075674674E-13 
